Series Name,Series Code,Country Name,Country Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
B-READY: Market Competition Pillar 2: Public Services that Promote Market Competition,IC.BRE.MC.P2,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
B-READY: Market Competition Pillar 3:  Implementation of Key Services Promoting Market Competition,IC.BRE.MC.P3,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
B-READY: Market Competition: Overall Score,IC.BRE.MC.OS,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
B-READY: Pillar 1: Regulatory Framework,IC.BRE.P1.RF,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
B-READY: Pillar 2: Public Services,IC.BRE.P2.PS,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
B-READY: Pillar 3: Operational Efficiency,IC.BRE.P3.OE,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
B-READY: Taxation Pillar 1: Quality of Regulations on Taxation,IC.BRE.TX.P1,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
B-READY: Taxation Pillar 2: Public Services Provided by the Tax Administration,IC.BRE.TX.P2,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
B-READY: Taxation Pillar 3: Operational Efficiency of Tax Systems in Practice,IC.BRE.TX.P3,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
B-READY: Taxation: Overall Score,IC.BRE.TX.OS,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
B-READY: Utility Services Pillar 1: Quality of Regulations on Utility Services,IC.BRE.US.P1,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
B-READY: Utility Services Pillar 2: Quality of Governance and Transparency of Utility Services,IC.BRE.US.P2,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
B-READY: Utility Services Pillar 3: Operational Efficiency of Utility Service Provision,IC.BRE.US.P3,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
B-READY: Utility Services: Overall Score,IC.BRE.US.OS,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bribery incidence (% of firms experiencing at least one bribe payment request),IC.FRM.BRIB.ZS,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,69.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Broad money (% of GDP),FM.LBL.BMNY.GD.ZS,Syrian Arab Republic,SYR,29.8998710928333,27.8932155862761,26.156737741625,23.8261951679403,22.5450407838342,25.574812714989,28.113724244805,30.4641775288567,32.6893480932328,31.8723580978476,36.5338235294118,33.4731062024211,36.6915908105765,41.3091978501166,37.479962133165,36.3154828373064,37.3152679474216,43.9836375078666,46.6676958226558,45.2966079950736,46.2789155451531,41.7881630357116,48.1316508693377,56.9199492434269,69.3517559926734,75.6911985581256,70.4973332132529,61.545743547983,51.5363322171279,55.708404342914,54.6985405921111,53.3159158310973,53.3895810349003,62.4977583352467,57.3441269627999,55.4863698060335,50.5341915910239,50.6815197520283,52.8262343695442,57.8278508397103,62.2878259783357,71.4666614647929,81.1537216717051,82.7955347558983,77.7278436740019,72.8042383423679,68.1561019321086,65.4651973503685,67.6489601698823,71.3583880642304,72.0066202441767,57.8481117496972,..,..,..,..,..,..,..,..,..,..,..,..,..
Broad money (current LCU),FM.LBL.BMNY.CN,Syrian Arab Republic,SYR,918100000,943900000,1071900000,1092600000,1153600000,1299200000,1418900000,1680100000,1950900000,2187400000,2484300000,2682200000,3385900000,4073500000,5938700000,7479900000,9226200000,11881300000,15115200000,17653900000,23727200000,27487000000,33108800000,41717200000,52251000000,62994000000,70450100000,78601300000,95881800000,116370400000,146771500000,166113200000,198411700000,258587600000,290219200000,316813300000,349119000000,377865700000,417561800000,473663300000,563470000000,696091000000,824943000000,889359000000,984727056000,1096750712000,1176649670000,1322945584831.24,1656087134334.82,1798734455854.46,2041039891946.63,1881637100504.75,..,..,..,..,..,..,..,..,..,..,..,..,..
Broad money growth (annual %),FM.LBL.BMNY.ZG,Syrian Arab Republic,SYR,..,2.81015139962967,13.5607585549317,1.9311502938707,5.58301299652206,12.621359223301,9.21336206896552,18.408626400733,16.1180882090352,12.1226100774002,13.5731919173448,7.96602664734533,26.2359257326076,20.3077468324522,45.788633852952,25.9518076346675,23.3465688043958,28.7778283583707,27.2184020267143,16.7956758759395,34.4020301463133,15.8459489531002,20.4525775821297,26.000338278645,25.2504961982108,20.5603720502957,11.836206622853,11.5701752020224,21.9850053370619,21.3686017575807,26.1244268301905,13.1781033783807,19.4436685344693,30.3288062145529,12.2324504345916,9.16345300379851,10.1970782160976,8.23406918557856,10.5053462116302,13.4354962546861,18.960029202178,23.536479315669,18.5107981571375,7.80853949909266,10.7232350490634,11.3761123265003,7.2850609647017,12.433260176008,25.1818028892002,8.61351547042452,13.4708842266029,-7.80988123117233,..,..,..,..,..,..,..,..,..,..,..,..,..
Broad money to total reserves ratio,FM.LBL.BMNY.IR.ZS,Syrian Arab Republic,SYR,9.05207456077768,12.5037271744222,8.79120288611869,12.9723890855034,9.13178311794716,8.35298983263636,7.10563028770518,6.49548816224442,7.89653271420696,12.094964659524,13.7437450276223,9.33117717806277,7.14063020738211,2.85651661646693,3.15336648984857,3.05115456154166,7.12641295618199,5.48165027907813,7.65988475439804,4.46507840857832,7.30458504747325,10.4166628631504,13.5566048442182,27.0610382919395,23.1213530745228,34.9310014910338,19.9448105231939,11.1599065948634,10.1932954663557,11.9314396032793,15.0688970371679,16.4523830135362,17.5317899773409,18.9608583214104,13.0360839940851,14.1096536212123,16.0708431183782,19.9901704757301,21.9512250554171,24.9541006009354,33.2608917807338,40.5416011154583,40.7578944409191,38.1576565316944,35.6045898913074,1.1820827121841,1.35341755838642,1.49601823598808,1.99928681361874,2.10997573219193,2.14257760160633,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Capture fisheries production (metric tons),ER.FSH.CAPT.MT,Syrian Arab Republic,SYR,1500,1600,1600,1600,1600,1700,1700,1700,1800,1800,1692,2090,1585,1325,1630,1971,3237,3497,3592,3596,3462,3022,2941,3036.549,3360.396,3080.11,2732.931,3399.66,2493,2433,3046,4552,4538,4554,5520,5782,5773,6131,7097,7938,6572,8291,9178,8911,8528,8447,8264,9457,6995,6607,6637,5900,5300,4800,4099,3822,4179,4065,4074,4080,3845,4310,4430,4450,..
Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CO2.ZG.AR5,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.41751455910602,8.71273868752917,11.715459619312,17.8127102056152,22.7491712975027,31.8855027057818,31.2995024755025,39.4195749528836,36.9749783355654,39.0780949841532,39.4162419629493,38.8541786603805,39.3198882539375,45.5307634970942,78.1877018731403,86.5477496257961,97.014247016974,102.034032857221,89.0941539356551,89.9501263506184,77.7483531999733,39.7643879115485,-5.4870104292285,-18.2347879309405,-22.4028433434131,-25.2946666101068,-18.7629153359957,-13.1977311428519,-17.977541707824,-22.5349509444482,-23.1373131253144,-23.3627444445118,-22.4476872079846,..
Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),EN.GHG.CO2.MT.CE.AR5,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,6.3386,6.3706,6.141,5.8368,7.9425,9.2941,10.6829,11.7479,12.0454,15.3407,14.3708,16.1651,19.1397,22.613,25.3345,22.8579,23.8379,30.28,29.7105,28.6713,33.0034,36.1115,35.8789,36.8699,38.8822,40.5114,43.5267,43.3333,46.0132,45.2064,45.9005,46.0121,45.8266,45.9803,48.0301,58.808,61.5671,65.0214,66.6781,62.4075,62.69,58.663,46.127,31.1925,26.9853,25.6097,24.6553,26.811,28.6477,27.0702,25.5661,25.3673,25.2929,25.5949,..
Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,0.993416145700199,0.965521255077603,0.899645240040176,0.826704621503753,1.08769186103838,1.2302954954249,1.36656808215603,1.45206087978977,1.4386416711624,1.77105300921541,1.60430237217006,1.7456555152384,1.99944403302331,2.28303241385069,2.46963512236511,2.1511957079044,2.16652167385087,2.65872374411523,2.52162911983639,2.35414720019443,2.62364689414469,2.7819118682863,2.68041609879773,2.67256735185188,2.73652904022871,2.77156403784932,2.89828196688477,2.81064906455257,2.90847021503168,2.7856932507217,2.75879366419584,2.69844513081613,2.62341018020496,2.57026883562103,2.61931763182113,3.12574229602695,3.13525645589234,3.1134366414681,3.08173238597404,2.8396773003593,2.78840076876062,2.56415546432225,2.02669069972302,1.43963721280697,1.3310522782296,1.31841460151237,1.28454273388006,1.39461446096234,1.46327136617947,1.32999998919107,1.21457451411152,1.17284612456545,1.126021957003,1.08477681546342,..
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,0.0858,0.0858,0.0858,0.0858,0.0789,0.0478,0.088,0.0943,0.1241,0.1542,0.242,0.1788,0.1495,0.1652,0.1648,0.195,0.1818,0.2488,0.2122,0.1997,0.2577,0.1603,0.2854,0.2687,0.3913,0.5076,0.4705,0.4204,0.3241,0.4345,0.4735,0.2719,0.3089,0.3089,0.4997,0.4714,0.3176,0.3774,0.2925,0.3215,0.2506,0.2411,0.181,0.0302,0.0402,0.0006,0.0006,0.0582,0.0354,0.042,0.0701,0.0382,0.0392,0.0404,..
Carbon dioxide (CO2) emissions from Building (Energy) (Mt CO2e),EN.GHG.CO2.BU.MT.CE.AR5,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,1.1098,1.1098,1.159,1.0561,0.9274,1.3392,1.4273,1.683,1.494,1.8499,1.6639,1.9819,3.0432,4.1485,4.9727,3.3577,5.0529,6.8107,7.1798,7.4341,9.0628,10.4879,8.8033,7.8506,6.7734,7.1496,7.4691,7.1497,7.4515,6.9958,6.9102,8.2208,6.9345,6.1083,7.3698,10.2587,10.534,10.4938,10.5342,8.3139,7.6924,7.9486,6.3742,3.9195,3.6451,3.4087,3.0007,2.9505,3.8573,3.3773,3.0813,2.9078,2.8811,2.8807,..
Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e),EN.GHG.CO2.FE.MT.CE.AR5,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,0.5928,0.6419,0.6002,0.5956,0.5586,0.672,1.0109,1.2318,1.4131,1.2526,1.5946,2.1503,2.2072,2.2253,2.4534,2.1799,1.5774,5.7056,4.4719,3.7128,5.2069,6.038,6.879,7.8204,8.3636,8.3144,8.3009,8.0629,7.7764,7.807,7.9872,6.3719,5.2975,4.9877,4.4468,4.369,3.9307,4.2747,3.898,4.216,3.5035,3.118,2.3479,1.6447,1.5001,1.6876,1.4032,3.0927,2.0693,2.4461,2.5508,2.6641,2.8144,2.8596,..
Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e),EN.GHG.CO2.IC.MT.CE.AR5,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,1.6302,1.6302,0.9585,0.7903,2.8986,3.2401,3.5944,4.1026,3.9982,6.3815,4.4666,4.565,5.0559,5.5355,5.8166,5.9416,5.7355,5.9277,5.517,2.9257,2.9706,3.6677,3.9057,4.2281,4.638,4.9758,5.3181,4.8375,6.0745,5.8219,5.3655,5.5554,5.3474,5.7334,4.4999,6.3144,6.8849,7.5309,7.5873,6.0259,7.3472,6.5648,5.0138,3.2349,3.0034,2.6655,2.4101,2.5335,3.1423,2.7749,2.5112,2.3986,2.3674,2.3825,..
Carbon dioxide (CO2) emissions from Industrial Processes (Mt CO2e),EN.GHG.CO2.IP.MT.CE.AR5,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,0.5022,0.4852,0.5608,0.4704,0.5381,0.5814,0.6373,0.7815,0.8234,1.1422,1.1458,1.3262,1.6086,2.139,2.4272,2.4683,2.4999,2.1883,1.8756,2.2975,1.782,1.592,1.9278,2.0533,2.2832,2.2405,2.2597,2.2155,2.3519,2.346,2.2839,2.4898,2.3886,2.5166,2.3927,2.387,2.4076,2.5752,2.7414,2.9318,3.1306,2.3376,2.7534,1.7267,0.8704,0.8424,1.1793,1.0792,1.088,1.1421,1.2028,1.2506,1.2502,1.2537,..
Carbon dioxide (CO2) emissions from Power Industry (Energy) (Mt CO2e),EN.GHG.CO2.PI.MT.CE.AR5,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,0.9767,0.9767,1.1343,1.1095,1.015,0.9012,0.8281,0.3915,0.6929,0.9607,1.6327,2.1929,3.0529,3.9665,4.7121,3.7116,3.7812,3.7985,4.9067,5.3687,6.4802,6.5638,6.9269,7.1438,8.9064,9.8169,10.9026,11.6438,12.7303,13.7939,14.4187,15.0617,16.825,18.4694,18.4798,21.3819,23.0195,24.2885,25.9376,27.4691,27.8033,25.5286,18.8862,14.1307,11.8846,11.2931,11.5121,12.0665,11.9134,11.5944,10.9566,11.2422,11.0083,11.2096,..
Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e),EN.GHG.CO2.TR.MT.CE.AR5,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,1.4411,1.4411,1.6424,1.7291,1.9259,2.5124,3.097,3.4633,3.4997,3.5996,3.6253,3.7699,4.0223,4.433,4.7877,5.0037,5.0091,5.6004,5.5473,6.7327,7.2432,7.6019,7.1508,7.5049,7.5263,7.5066,8.8057,9.0036,9.3046,8.0073,8.4614,8.0407,8.7247,7.8559,10.3413,13.6257,14.4728,15.481,15.6871,13.1293,12.9623,12.9244,10.5705,6.5059,6.0415,5.7117,5.1493,5.0304,6.5421,5.6934,5.1934,4.8658,4.9323,4.9685,..
Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Carbon dioxide (CO2) net fluxes from LULUCF - Deforestation (Mt CO2e),EN.GHG.CO2.LU.DF.MT.CE.AR5,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Carbon dioxide (CO2) net fluxes from LULUCF - Forest Land (Mt CO2e),EN.GHG.CO2.LU.FL.MT.CE.AR5,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-0.038,-0.039,-0.04,-0.041,-0.042,-0.043,-0.043,-0.043,-0.043,-0.043,-0.043,-0.043,-0.043,-0.043,-0.043,-0.043,-0.043,-0.043,-0.043,-0.043,-0.043,-0.043,-0.043,-0.043,..
Carbon dioxide (CO2) net fluxes from LULUCF - Organic Soil (Mt CO2e),EN.GHG.CO2.LU.OS.MT.CE.AR5,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..
Carbon dioxide (CO2) net fluxes from LULUCF - Other Land (Mt CO2e),EN.GHG.CO2.LU.OL.MT.CE.AR5,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..
Carbon dioxide (CO2) net fluxes from LULUCF - Total excluding non-tropical fires (Mt CO2e),EN.GHG.CO2.LU.MT.CE.AR5,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-0.038,-0.039,-0.04,-0.041,-0.042,-0.043,-0.043,-0.043,-0.043,-0.043,-0.043,-0.043,-0.043,-0.043,-0.043,-0.043,-0.043,-0.043,-0.043,-0.043,-0.043,-0.043,-0.043,-0.043,..
Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),EN.GHG.CO2.RT.GDP.PP.KD,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.450148310183563,0.457469350602858,0.402329371880515,0.389485161470929,0.383108881323625,0.372955447886547,0.364864812495025,0.34586789985388,0.343921590270876,0.350340405787351,0.353332276278549,0.350520394437142,0.335825904474378,0.31430812231264,0.307119623268,0.35403346331446,0.352838748550191,0.352625173613808,0.346115365322809,0.305864521544532,0.292084334693094,0.265747970251997,0.283676517992433,0.2602863480158,0.251064945127064,0.248660159664402,0.25577736025638,0.280167277533267,0.295246956951194,0.27562447253773,0.262137468642919,0.255364106264882,0.252762946790812,0.258906651418518,..
Carbon intensity of GDP (kg CO2e per constant 2015 US$ of GDP),EN.GHG.CO2.RT.GDP.KD,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,1.53880848747985,1.41945344162054,1.08888091288911,1.15597066158161,1.25044091456774,1.25759563823655,1.28771362632615,1.44203814759277,1.34484356892568,1.69768165790766,1.38885130697136,1.44982099648496,1.67002936863202,1.92834701867082,2.338392130607,1.92938695554762,2.1859540540966,2.73076055448029,2.270464441274,2.53732511395223,2.81541896445006,2.8612078646185,2.51633898855641,2.43600583445484,2.39612586680141,2.33262197618062,2.28201970177365,2.16320493138371,2.15103188355321,2.19117788549427,2.20989031588562,2.19230361105303,2.10039802176576,1.96581666135511,1.92085673130903,2.2142758377989,2.20680358359214,2.20546779511394,2.16475268566493,1.91300679137896,1.82681964257153,1.66210081940879,1.77423358137093,1.62794151130391,1.57026693609292,1.55522638513705,1.59974038433941,1.75228529918028,1.84660002712794,1.72387266483979,1.63951920692372,1.5971557181339,1.58088696059959,1.61931230204709,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14.8912403084793,..,..,..,..,..,..,..,..,..,12.5689161818835,..,..,..,..,5.60895915611595,..,..,..,10.6566129269053,..,..,..,..,..
"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.35785946286003,..,..,..,..,..,..,..,..,..,9.10194138106742,..,..,..,..,54.2298835539492,..,..,..,14.1307249248781,..,..,..,..,..
"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,76.7509007238488,..,..,..,..,..,..,..,..,..,78.3291443451884,..,..,..,..,40.1611584087959,..,..,..,75.2126624215035,..,..,..,..,..
"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cereal production (metric tons),AG.PRD.CREL.MT,Syrian Arab Republic,SYR,..,1142799,2238756,2033301,1791141,1788800,788948,1691715,1167475,1664463,884104,1138861,2563189,725842,2323962,2196641,2919131,1639217,2456051,1763198,3884236,3559272,2283042,2695630,1444371,2542958,3166999,2300477,5001600,1404498,3100767,3288640,4360612,5387053,5393352.46,6095329,5991428,4322580,5271967,3301339,3512791,5161232,5932429,6227315,5281248,5631256,6302288,5010856,2684688,4738674,3900866,4826260,4597674,4205161,2694207.88,4383804,2661613,2934757.33,1733917.83,6356135.92,5322400.4,2514776.43,2276238,4878705,..
Cereal yield (kg per hectare),AG.YLD.CREL.KG,Syrian Arab Republic,SYR,..,528.6,987.1,820.3,762.4,893.9,618.4,869.9,718.2,861.9,346.5,588.7,1256.6,293.8,1001.9,788.2,1027.7,622.7,921.5,673.2,1420.4,1330,792,936,584.5,935.1,1167,814.7,1660.6,334.7,750,922.4,1174.8,1489.3,1536.5,1661.1,1853.2,1273.2,1585,1072.4,1148.6,1692.6,1993.5,1999,1657.5,1711.4,2002.3,1622.4,896.7,1707.7,1231.9,1679,1643.5,1576,1063.1,1905.8,1108.9,1233.4,750,2203.9,1832.3,820.4,949.9,1814.6,..
Changes in inventories (constant LCU),NE.GDI.STKB.KN,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1713000000,53390000000,-79424000000,14705000000,120316000000,53881000000,-7727000000,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Changes in inventories (current LCU),NE.GDI.STKB.CN,Syrian Arab Republic,SYR,..,..,..,..,..,0,0,0,0,0,42944500,47239000,286654900,-579751400,961957900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-50814000000,-69448000000,-28626000000,124815000000,351583000000,304709000000,165163000000,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Changes in inventories (current US$),NE.GDI.STKB.CD,Syrian Arab Republic,SYR,..,..,..,..,..,0,0,0,0,0,13517311.9294932,15267937.9444085,95044728.1167109,-190457095.926413,313239303.15858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1006217821.78218,-1330421455.9387,-559648093.841642,2499299158.99079,7548209164.11929,6541159259.68629,3577150463.2917,..,..,..,..,..,..,..,..,..,..,..,..,..,..
